Identifier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Risk.Score,Event.Count,Flag
Beech-E-35,0.0,0.0,2.0,6.0,200.0,4,5 or less events
Bell-47D-1,0.0,0.0,2.0,11.0,200.0,10,10 or less events
Boeing-D75N1,0.0,0.0,2.0,5.0,200.0,5,5 or less events
BEECH-35-C33A,0.0,0.0,2.0,1.0,200.0,2,5 or less events
Burkhart Grob-G-103A,0.0,0.0,2.0,9.0,200.0,6,10 or less events
PIPER-PA 20,0.0,0.0,2.0,5.0,200.0,4,5 or less events
EUROCOPTER-AS350BA,0.0,0.0,2.0,1.0,200.0,2,5 or less events
Lake-LA 4-200,0.0,0.0,2.0,3.0,200.0,2,5 or less events
Powrachute-AIRWOLF,0.0,0.0,2.0,1.0,200.0,2,5 or less events
Cessna-CE-500,0.0,0.0,2.0,7.0,200.0,2,5 or less events
Pzl-mielec-PZL-M-18,0.0,0.0,2.0,1.0,200.0,3,5 or less events
Cessna-P206D,0.0,0.0,2.0,6.0,200.0,3,5 or less events
AIRBUS INDUSTRIE-A320 212,0.0,0.0,2.0,301.0,200.0,2,5 or less events
BELL-UH 1H,0.0,0.0,2.0,10.0,200.0,3,5 or less events
Maule-M-5-235,0.0,0.0,2.0,6.0,200.0,4,5 or less events
Vans-RV7A,0.0,0.0,2.0,2.0,200.0,2,5 or less events
Cessna-172-N,0.0,0.0,2.0,3.0,200.0,2,5 or less events
Cessna-T-207,0.0,0.0,2.0,2.0,200.0,2,5 or less events
Cessna-T-310P,0.0,0.0,2.0,2.0,200.0,2,5 or less events
Beech-23-C23,0.0,0.0,2.0,1.0,200.0,2,5 or less events
BELL-47G-2A,0.0,0.0,2.0,2.0,200.0,4,5 or less events
REPUBLIC-RC3,0.0,0.0,2.0,0.0,200.0,2,5 or less events
BELL-47G 2A,0.0,0.0,2.0,0.0,200.0,2,5 or less events
Wsk Pzl Mielec-M-18 DROMADER,0.0,0.0,2.0,3.0,200.0,5,5 or less events
Pitts-S2A,0.0,0.0,2.0,5.0,200.0,4,5 or less events
AIRBUS INDUSTRIE-A320-232,0.0,0.0,2.0,290.0,200.0,2,5 or less events
Wsk Pzl Mielec-M-18,0.0,0.0,2.0,1.0,200.0,3,5 or less events
Lockheed-C-141,0.0,0.0,2.0,112.0,200.0,2,5 or less events
Maule-MX-7-160,0.0,0.0,2.0,2.0,200.0,3,5 or less events
EMBRAER-EMPRESA BRASILEIRA DE-EMB-500,0.0,0.0,2.0,5.0,200.0,2,5 or less events
Aero Commander-AC-100,0.0,0.0,2.0,2.0,200.0,2,5 or less events
Maule-M5-180C,0.0,0.0,2.0,8.0,200.0,5,5 or less events
BOMBARDIER INC-BD-100-1A10,0.0,0.0,2.0,13.0,200.0,4,5 or less events
Piper-PA 32-300,0.0,0.0,2.0,3.0,200.0,3,5 or less events
Piper-PA23-150,0.0,0.0,2.0,3.0,200.0,2,5 or less events
PIPER AIRCRAFT INC-PA 46-350P,0.0,0.0,2.0,5.0,200.0,4,5 or less events
BOMBARDIER INC-CL-600-2C10,0.0,0.0,2.0,297.0,200.0,6,10 or less events
Maule-MX-7-235,0.0,0.0,2.0,8.0,200.0,7,10 or less events
BOEING-737-824,0.0,0.0,2.0,623.0,200.0,5,5 or less events
ENSTROM-F-28F,0.0,0.0,2.0,5.0,200.0,4,5 or less events
Piper-PA32-260,0.0,0.0,2.0,5.0,200.0,2,5 or less events
BOEING-737-800,0.0,0.0,2.0,1514.0,200.0,20,Sufficient Data
Piper-PA32-301T,0.0,0.0,2.0,4.0,200.0,2,5 or less events
BUCKEYE INDUSTRIES INC-DREAM MACHINE 582,0.0,0.0,2.0,0.0,200.0,2,5 or less events
Pitts-S-1T,0.0,0.0,2.0,0.0,200.0,2,5 or less events
Douglas-DC-8-62,0.0,0.0,2.0,9.0,200.0,3,5 or less events
Enstrom-F-280C,0.0,0.0,2.0,2.0,200.0,2,5 or less events
De Havilland-DH6,0.0,0.0,2.0,21.0,200.0,2,5 or less events
Piper-PA-22-125,0.0,0.0,2.0,2.0,200.0,3,5 or less events
Beech-A-35,0.0,0.0,2.0,4.0,200.0,3,5 or less events
Ercoupe (eng & Research Corp.)-415D,0.0,0.0,2.0,4.0,200.0,4,5 or less events
Ercoupe (eng & Research Corp.)-E,0.0,0.0,2.0,1.0,200.0,2,5 or less events
CHAMPION-7AC,0.0,0.0,2.0,5.0,200.0,4,5 or less events
AERONCA-65CA,0.0,0.0,2.0,2.0,200.0,2,5 or less events
PIPER-PA28-140,0.0,0.0,2.0,1.0,200.0,2,5 or less events
Ercoupe (eng & Research Corp.)-415-G,0.0,0.0,2.0,2.0,200.0,2,5 or less events
Convair-640 (340D),0.0,0.0,2.0,2.0,200.0,2,5 or less events
Beech-80,0.0,0.0,2.0,3.0,200.0,3,5 or less events
FANTASY AIR SRO-ALLEGRO 2000,0.0,0.0,2.0,2.0,200.0,3,5 or less events
Enstrom-F280C,0.0,0.0,2.0,3.0,200.0,2,5 or less events
Convair-CV-240,0.0,0.0,2.0,3.0,200.0,2,5 or less events
Beech-A65,0.0,0.0,2.0,0.0,200.0,2,5 or less events
Universal Stinson-108-3,0.0,0.0,2.0,1.0,200.0,2,5 or less events
Continental Copters-MK5A,0.0,0.0,2.0,1.0,200.0,3,5 or less events
MCDONNELL DOUGLAS-MD88,0.0,0.0,2.0,486.0,200.0,5,5 or less events
MD HELICOPTER INC-369FF,0.0,0.0,2.0,3.0,200.0,2,5 or less events
Bell-47J-2A,0.0,1.0,0.0,11.0,300.0,5,5 or less events
Boeing-737-522,0.0,1.0,0.0,462.0,300.0,4,5 or less events
Schweizer-SGS2-33A,0.0,1.0,0.0,7.0,300.0,6,10 or less events
Piper-PA-18-95,0.0,1.0,0.0,4.0,300.0,3,5 or less events
Piper-PA 18A,0.0,1.0,0.0,3.0,300.0,3,5 or less events
Schempp-hirth-DISCUS A,0.0,1.0,0.0,3.0,300.0,3,5 or less events
Douglas-DC-7C,0.0,0.0,3.0,3.0,300.0,2,5 or less events
Schweizer-2-33,0.0,1.0,0.0,6.0,300.0,6,10 or less events
PIPER-PA 32-260,0.0,1.0,0.0,9.0,300.0,4,5 or less events
Boeing-737-232,0.0,1.0,0.0,286.0,300.0,6,10 or less events
PIPER-PA 32R,0.0,1.0,0.0,7.0,300.0,4,5 or less events
Diamond-DA40,0.0,1.0,0.0,1.0,300.0,2,5 or less events
Boeing-737-3H4,0.0,1.0,0.0,255.0,300.0,2,5 or less events
Cub Crafters-CC11-160,0.0,1.0,0.0,2.0,300.0,3,5 or less events
Boeing-747,0.0,0.0,3.0,1635.0,300.0,9,10 or less events
Schleicher-ASW-20BL,0.0,1.0,0.0,1.0,300.0,2,5 or less events
Airbus Industrie-A-300-B4-203,0.0,1.0,0.0,372.0,300.0,2,5 or less events
PIPER-PA 31-350,0.0,1.0,0.0,13.0,300.0,5,5 or less events
PIPER-PA 28RT-201,0.0,1.0,0.0,2.0,300.0,2,5 or less events
Saab-fairchild-SF-340A,0.0,0.0,3.0,49.0,300.0,2,5 or less events
Saab-scania Ab (saab)-SF-340B,0.0,1.0,0.0,47.0,300.0,2,5 or less events
Douglas-DC-8-71F,0.0,1.0,0.0,9.0,300.0,2,5 or less events
Airbus Industrie-A-300 B4-203,0.0,1.0,0.0,377.0,300.0,2,5 or less events
Bell-OH-13E,0.0,1.0,0.0,3.0,300.0,2,5 or less events
Grumman-164-A,0.0,1.0,0.0,1.0,300.0,2,5 or less events
Grumman-164,0.0,1.0,0.0,1.0,300.0,2,5 or less events
Schweizer-SGU2-22E,0.0,1.0,0.0,2.0,300.0,2,5 or less events
Douglas-DC-9-15F,0.0,1.0,0.0,58.0,300.0,2,5 or less events
Piper-PA 20,0.0,1.0,0.0,7.0,300.0,5,5 or less events
Air Tractor-AT 301,0.0,1.0,0.0,5.0,300.0,6,10 or less events
PIPER-PA-17,0.0,1.0,0.0,3.0,300.0,3,5 or less events
Cullen/roth-FALCON XP,0.0,1.0,0.0,2.0,300.0,2,5 or less events
PIPER-PA-22-108,0.0,1.0,0.0,10.0,300.0,9,10 or less events
Cessna-T-188C,0.0,0.0,3.0,5.0,300.0,8,10 or less events
DIAMOND AIRCRAFT IND INC-DA 20,0.0,1.0,0.0,5.0,300.0,4,5 or less events
Air Tractor-AT-402B,0.0,1.0,0.0,1.0,300.0,2,5 or less events
Cessna-T-207A,0.0,1.0,0.0,10.0,300.0,3,5 or less events
PIPER-PA 46,0.0,1.0,0.0,11.0,300.0,5,5 or less events
PIPER-PA-18-180,0.0,1.0,0.0,5.0,300.0,4,5 or less events
Schweizer-SGS 1-26,0.0,1.0,0.0,2.0,300.0,3,5 or less events
Pereyra-AVENTURA,0.0,1.0,0.0,2.0,300.0,2,5 or less events
Cessna-TR 182,0.0,0.0,3.0,3.0,300.0,3,5 or less events
Air Tractor-AT-302,0.0,1.0,0.0,1.0,300.0,2,5 or less events
Boeing Stearman-PT17,0.0,1.0,0.0,1.0,300.0,2,5 or less events
PZL-SWIDNIK-PW 5,0.0,1.0,0.0,1.0,300.0,2,5 or less events
Cessna-T210-M,0.0,0.0,3.0,4.0,300.0,2,5 or less events
Mooney-M-20-M,0.0,1.0,0.0,2.0,300.0,2,5 or less events
DOWNER-BELLANCA 14-19-2,0.0,1.0,0.0,1.0,300.0,2,5 or less events
Schweizer-SGS 1-26D,0.0,1.0,0.0,2.0,300.0,3,5 or less events
Grumman American-AA-1,0.0,0.0,3.0,0.0,300.0,2,5 or less events
Boeing-727-295,0.0,1.0,0.0,224.0,300.0,2,5 or less events
PIPER-PA-22/20,0.0,1.0,0.0,2.0,300.0,2,5 or less events
ALVAREZ MARVIN R-RANS S-6S,0.0,1.0,0.0,3.0,300.0,2,5 or less events
DIAMOND-DA42,0.0,0.0,3.0,5.0,300.0,3,5 or less events
Bellanca-14-19,0.0,0.0,3.0,2.0,300.0,5,5 or less events
PIPER-PA-31-310,0.0,1.0,0.0,4.0,300.0,3,5 or less events
Schweizer-SGS-1-36,0.0,1.0,0.0,1.0,300.0,2,5 or less events
Schweizer-SGS-1-35,0.0,1.0,0.0,3.0,300.0,4,5 or less events
Denney-KITFOX,0.0,1.0,0.0,1.0,300.0,2,5 or less events
De Havilland-DHC-8-102,0.0,1.0,0.0,125.0,300.0,7,10 or less events
Culver-V,0.0,0.0,3.0,1.0,300.0,3,5 or less events
AIR CREATION-CLIPPER 582S,0.0,1.0,0.0,1.0,300.0,2,5 or less events
Cessna-C-210,0.0,1.0,0.0,1.0,300.0,2,5 or less events
Schweizer-SGS-1-34,0.0,1.0,0.0,2.0,300.0,2,5 or less events
Curtiss-wright-P-40E,0.0,1.0,0.0,1.0,300.0,2,5 or less events
Boeing-727-247,0.0,0.0,3.0,634.0,300.0,5,5 or less events
Schweizer-G-164-A,0.0,1.0,0.0,3.0,300.0,3,5 or less events
Piper-J-4,0.0,0.0,3.0,0.0,300.0,2,5 or less events
Cessna-L19,0.0,1.0,0.0,6.0,300.0,4,5 or less events
Cessna-P172D,0.0,0.0,3.0,2.0,300.0,3,5 or less events
Schweizer-SGS 2-32,0.0,1.0,0.0,14.0,300.0,7,10 or less events
AGUSTA-A109E,0.0,1.0,0.0,6.0,300.0,2,5 or less events
CESSNA-T188C,0.0,1.0,0.0,8.0,300.0,9,10 or less events
AMERICAN-AA-5,0.0,1.0,0.0,2.0,300.0,2,5 or less events
COSTRUZIONI AERONAUTICHE TECNA-P92 EAGLET,0.0,1.0,0.0,5.0,300.0,5,5 or less events
CESSNA-310I,0.0,1.0,0.0,8.0,300.0,4,5 or less events
CUB CRAFTERS INC-CC18-180,0.0,1.0,0.0,8.0,300.0,6,10 or less events
CESSNA-305C (0 1E),0.0,1.0,0.0,2.0,300.0,2,5 or less events
PIGGOTT JOHN H-BEARHAWK,0.0,1.0,0.0,2.0,300.0,2,5 or less events
Enstrom-480,0.0,1.0,0.0,2.0,300.0,2,5 or less events
Cameron-N-90,0.0,1.0,0.0,7.0,300.0,2,5 or less events
Enstrom-280-C,0.0,1.0,0.0,3.0,300.0,2,5 or less events
Rotec-RALLY 3B,0.0,1.0,0.0,2.0,300.0,2,5 or less events
COSTRUZIONI AERONAUTICHE TECNA-P2008,0.0,1.0,0.0,1.0,300.0,2,5 or less events
Canadair-CL-600,0.0,1.0,0.0,16.0,300.0,3,5 or less events
Canadair-CL600-2B19,0.0,0.0,3.0,36.0,300.0,2,5 or less events
Rotorway-EXEC-90,0.0,0.0,3.0,0.0,300.0,2,5 or less events
Canadian Car & Foundry-HARVARD MK IV,0.0,0.0,3.0,0.0,300.0,2,5 or less events
Aerostar-RAVEN S49A,0.0,1.0,0.0,6.0,300.0,2,5 or less events
PIPER AIRCRAFT INC-PA-32R-301T,0.0,1.0,0.0,2.0,300.0,2,5 or less events
Navion-NA1,0.0,1.0,0.0,2.0,300.0,2,5 or less events
CESSNA-188B,0.0,1.0,0.0,1.0,300.0,2,5 or less events
Eiriavion Oy-PIK 20E,0.0,1.0,0.0,3.0,300.0,4,5 or less events
Eiriavion Oy-PIK 20D,0.0,1.0,0.0,2.0,300.0,3,5 or less events
Aerostar-AX-9,0.0,1.0,0.0,13.0,300.0,2,5 or less events
Bell-47J,0.0,0.0,3.0,8.0,300.0,7,10 or less events
Fokker-F-100,0.0,1.0,0.0,145.0,300.0,2,5 or less events
PIETENPOL-AIRCAMPER,0.0,1.0,0.0,2.0,300.0,2,5 or less events
Aerospatiale-SA341G,0.0,0.0,3.0,6.0,300.0,4,5 or less events
Revolution-MINI-500,0.0,1.0,0.0,1.0,300.0,2,5 or less events
CESSNA-P172D,0.0,1.0,0.0,1.0,300.0,2,5 or less events
Aerosport-SCAMP,0.0,1.0,0.0,1.0,300.0,2,5 or less events
Raven-RX7,0.0,1.0,0.0,4.0,300.0,2,5 or less events
Extra-300,0.0,1.0,0.0,1.0,300.0,2,5 or less events
Evans Aircraft-VP-2,0.0,1.0,0.0,1.0,300.0,2,5 or less events
RYAN-NAVION B,0.0,1.0,0.0,4.0,300.0,2,5 or less events
Rockwell Intl.-S-2R,0.0,1.0,0.0,1.0,300.0,2,5 or less events
Rockwell-100,0.0,0.0,3.0,0.0,300.0,2,5 or less events
Ercoupe (eng & Research Corp.)-415-E,0.0,0.0,3.0,2.0,300.0,3,5 or less events
ROCKWELL INTERNATIONAL-112A,0.0,0.0,3.0,2.0,300.0,4,5 or less events
AVIAT AIRCRAFT INC-A 1B,0.0,1.0,0.0,9.0,300.0,8,10 or less events
Ayres-S2R-G10,0.0,0.0,3.0,4.0,300.0,7,10 or less events
Ercoupe (Eng & Research Corp.)-415-C,0.0,1.0,0.0,4.0,300.0,3,5 or less events
ROBINSON MICHAEL E-COZY MARK IV,0.0,1.0,0.0,2.0,300.0,2,5 or less events
Flight Design GMBH-CTLS,0.0,1.0,0.0,3.0,300.0,2,5 or less events
CONTINENTAL COPTERS INC.-TOMCAT MK5A,0.0,1.0,0.0,3.0,300.0,4,5 or less events
Flight Design-CTSW,0.0,1.0,0.0,3.0,300.0,3,5 or less events
Rockwell-S 2R,0.0,1.0,0.0,1.0,300.0,2,5 or less events
COSTRUZIONI AERONAUTICHE TECNA-P2002 SIERRA,0.0,1.0,0.0,7.0,300.0,5,5 or less events
RAINBOW SKY REACH (PTY) LTD-BUSHCAT,0.0,1.0,0.0,4.0,300.0,3,5 or less events
Douglas-DC3A,0.0,0.0,3.0,9.0,300.0,3,5 or less events
Eagle-DW-1,0.0,1.0,0.0,5.0,300.0,6,10 or less events
GRUMMAN-G 164A,0.0,1.0,0.0,1.0,300.0,2,5 or less events
Burkhart Grob-G103 TWIN II,0.0,1.0,0.0,2.0,300.0,2,5 or less events
Piper-PA28-235,0.0,0.0,3.0,5.0,300.0,4,5 or less events
Cessna-206A,0.0,1.0,0.0,5.0,300.0,5,5 or less events
Cessna-206F,0.0,0.0,3.0,5.0,300.0,4,5 or less events
Cessna-206H,0.0,1.0,0.0,2.0,300.0,2,5 or less events
Burkhart Grob-G-103,0.0,1.0,0.0,9.0,300.0,5,5 or less events
ENSTROM-280,0.0,1.0,0.0,3.0,300.0,4,5 or less events
SPORT PLANE DYNAMICS LLC-LIGHTNING,0.0,1.0,0.0,3.0,300.0,2,5 or less events
FUNK-B85C,0.0,1.0,0.0,2.0,300.0,2,5 or less events
AIR TRACTOR INC-AT-301A,0.0,1.0,0.0,1.0,300.0,2,5 or less events
Cessna-210-M,0.0,1.0,0.0,1.0,300.0,2,5 or less events
EMBRAER-ERJ 170 100 SE,0.0,0.0,3.0,196.0,300.0,3,5 or less events
British Aerospace-BAE JETSTREAM 3201,0.0,1.0,0.0,40.0,300.0,4,5 or less events
British Aerospace-3201,0.0,1.0,0.0,26.0,300.0,2,5 or less events
Bombardier-CL 600 2C10,0.0,1.0,0.0,244.0,300.0,2,5 or less events
"Bombardier, Inc.-CL-600-2B19",0.0,1.0,0.0,79.0,300.0,2,5 or less events
American Aviation-AA-1A,0.0,1.0,0.0,4.0,300.0,4,5 or less events
Aerostar-S57-A,0.0,0.0,3.0,5.0,300.0,2,5 or less events
Grob-G102,0.0,1.0,0.0,1.0,300.0,2,5 or less events
Piper-PA-28-140E,0.0,0.0,3.0,4.0,300.0,2,5 or less events
STINSON-108 3,0.0,1.0,0.0,2.0,300.0,2,5 or less events
EUROCOPTER DEUTSCHLAND GMBH-EC 135 P2+,0.0,1.0,0.0,7.0,300.0,2,5 or less events
CASSUTT-IIIM,0.0,1.0,0.0,1.0,300.0,2,5 or less events
CELIER AVIATION-XENON RST,0.0,1.0,0.0,2.0,300.0,2,5 or less events
AIR TRACTOR-AT-301,0.0,1.0,0.0,2.0,300.0,3,5 or less events
QUICKSILVER-MXII SPORT,0.0,1.0,0.0,2.0,300.0,2,5 or less events
Aerospatiale-AS350BA,0.0,1.0,0.0,8.0,300.0,4,5 or less events
ATR-ATR42,0.0,1.0,0.0,4.0,300.0,6,10 or less events
Atr-72-212,0.0,0.0,3.0,99.0,300.0,2,5 or less events
ARROW FALCON EXPORTERS INC-OH-58A+,0.0,1.0,0.0,1.0,300.0,2,5 or less events
GRUMMAN-TBM-3,0.0,0.0,3.0,0.0,300.0,2,5 or less events
CESSNA-175B,0.0,1.0,0.0,7.0,300.0,4,5 or less events
Pzl-bielsko-SZD-45A OGAR,0.0,1.0,0.0,1.0,300.0,2,5 or less events
SCHWEIZER-SGS 1 34,0.0,1.0,0.0,1.0,300.0,2,5 or less events
Powrachute-PC 2000,0.0,0.0,3.0,0.0,300.0,2,5 or less events
SCHWEIZER-SGS 1-36,0.0,1.0,0.0,1.0,300.0,2,5 or less events
CESSNA-172I,0.0,1.0,0.0,10.0,300.0,9,10 or less events
Pitts-SPECIAL S-1C,0.0,1.0,0.0,1.0,300.0,2,5 or less events
SILVAIRE-LUSCOMBE 8E,0.0,1.0,0.0,3.0,300.0,3,5 or less events
AIR TRACTOR INC-AT-400A,0.0,1.0,0.0,1.0,300.0,2,5 or less events
SMITH MINIPLANE-DSA-1,0.0,1.0,0.0,1.0,300.0,2,5 or less events
Pitts-S-1S,0.0,0.0,3.0,7.0,300.0,8,10 or less events
Piper-PA36,0.0,1.0,0.0,1.0,300.0,2,5 or less events
CESSNA ECTOR-305A,0.0,1.0,0.0,2.0,300.0,2,5 or less events
CESSNA AIRCRAFT CO-E162,0.0,1.0,0.0,9.0,300.0,7,10 or less events
Quickie-Q-2,0.0,1.0,0.0,5.0,300.0,5,5 or less events
Ayres-S 2R,0.0,1.0,0.0,1.0,300.0,2,5 or less events
Cessna-182-A,0.0,1.0,0.0,2.0,300.0,2,5 or less events
Hiller-UH 12E,0.0,1.0,0.0,5.0,300.0,4,5 or less events
BEECH-E 55,0.0,1.0,0.0,2.0,300.0,2,5 or less events
Thorpe-T-18,0.0,1.0,0.0,2.0,300.0,3,5 or less events
JUST AIRCRAFT-HIGHLANDER,0.0,1.0,0.0,2.0,300.0,2,5 or less events
Mcdonnell Douglas-600N,0.0,0.0,3.0,3.0,300.0,3,5 or less events
MCDONNELL DOUGLAS-500,0.0,1.0,0.0,1.0,300.0,2,5 or less events
BELL-OH 58,0.0,1.0,0.0,1.0,300.0,2,5 or less events
"Wolseley Motors, Inc.-SE5-A",0.0,1.0,0.0,1.0,300.0,2,5 or less events
Stearman-B75N1,0.0,1.0,0.0,4.0,300.0,3,5 or less events
KAMAN-K1200,0.0,1.0,0.0,0.0,300.0,2,5 or less events
BELL-47G-3B-2,0.0,1.0,0.0,2.0,300.0,3,5 or less events
Maule-M-5-210TC,0.0,1.0,0.0,1.0,300.0,2,5 or less events
Aero Commander-600 S-2D,0.0,1.0,0.0,1.0,300.0,2,5 or less events
BEECH-A60,0.0,1.0,0.0,4.0,300.0,3,5 or less events
BELL-47G 3B,0.0,1.0,0.0,5.0,300.0,3,5 or less events
AERO COMMANDER-100-180,0.0,1.0,0.0,6.0,300.0,3,5 or less events
Mcdonnell Douglas-DC-9-50,0.0,1.0,0.0,165.0,300.0,2,5 or less events
Vans-RV10,0.0,1.0,0.0,2.0,300.0,2,5 or less events
Balloon Works-FIRE FLY 6B,0.0,1.0,0.0,3.0,300.0,2,5 or less events
AEROPRO CZ-EUROFOX LSA,0.0,1.0,0.0,5.0,300.0,4,5 or less events
Maule-M-5-180C,0.0,0.0,3.0,12.0,300.0,6,10 or less events
Kaman-HH43,0.0,1.0,0.0,1.0,300.0,2,5 or less events
WSK PZL MIELEC-M-18A,0.0,1.0,0.0,5.0,300.0,6,10 or less events
Beech-23-B24R,0.0,1.0,0.0,3.0,300.0,2,5 or less events
HELIO-H 295,0.0,1.0,0.0,11.0,300.0,5,5 or less events
Stinson-10A,0.0,1.0,0.0,8.0,300.0,5,5 or less events
HILLER-UH-12B,0.0,1.0,0.0,4.0,300.0,3,5 or less events
AERONCA-0-58B,0.0,1.0,0.0,2.0,300.0,2,5 or less events
Beech-35R,0.0,1.0,0.0,7.0,300.0,2,5 or less events
HILLER-UH-12D,0.0,1.0,0.0,2.0,300.0,2,5 or less events
Aeronca-7-AC,0.0,1.0,0.0,4.0,300.0,3,5 or less events
AEROSPATIALE-AS350B2,0.0,0.0,3.0,2.0,300.0,2,5 or less events
VANS-RV8,0.0,1.0,0.0,4.0,300.0,5,5 or less events
Aerofab Inc.-LAKE 250,0.0,0.0,3.0,0.0,300.0,2,5 or less events
Sikorsky-S-58D,0.0,1.0,0.0,4.0,300.0,2,5 or less events
Sikorsky-S-58BT,0.0,1.0,0.0,1.0,300.0,2,5 or less events
AYRES CORPORATION-S2R-G10,0.0,1.0,0.0,1.0,300.0,2,5 or less events
Kolb Company-MARK III,0.0,1.0,0.0,1.0,300.0,2,5 or less events
Kolb Company-FIRESTAR,0.0,1.0,0.0,1.0,300.0,2,5 or less events
Kitfox-S7,0.0,1.0,0.0,3.0,300.0,3,5 or less events
Varga-2180,0.0,1.0,0.0,3.0,300.0,2,5 or less events
BIRCHLER BOYD-EAGLE 540,0.0,1.0,0.0,1.0,300.0,2,5 or less events
MAGNAGHI AERONAUTICA SPA-SKY ARROW LSA,0.0,1.0,0.0,1.0,300.0,2,5 or less events
Maule-M-7-235B,0.0,1.0,0.0,6.0,300.0,3,5 or less events
Lake-LA4-200,0.0,1.0,0.0,4.0,300.0,3,5 or less events
Waco-CTO,0.0,1.0,0.0,4.0,300.0,2,5 or less events
BEECH-D17,0.0,1.0,0.0,2.0,300.0,2,5 or less events
BEECH-G-36,0.0,1.0,0.0,2.0,300.0,2,5 or less events
Shaffer-KR-2,0.0,1.0,0.0,1.0,300.0,2,5 or less events
Hughes-TH-55A,0.0,0.0,3.0,6.0,300.0,6,10 or less events
BOMBARDIER INC-CL-600-2D24,0.0,1.0,0.0,72.0,300.0,2,5 or less events
Zenair-CH 2000,0.0,1.0,0.0,3.0,300.0,4,5 or less events
THRUSH AIRCRAFT INC-S2R-H80,0.0,1.0,0.0,3.0,300.0,4,5 or less events
Hughes-369FF,0.0,1.0,0.0,1.0,300.0,2,5 or less events
BEECH-C-99,0.0,1.0,0.0,10.0,300.0,3,5 or less events
Bell-47G3B-1,0.0,1.0,0.0,2.0,300.0,2,5 or less events
BOEING-PT-17,0.0,1.0,0.0,1.0,300.0,2,5 or less events
BOEING-A75N1 (PT17),0.0,1.0,0.0,8.0,300.0,5,5 or less events
TAYLORCRAFT-BC-65,0.0,1.0,0.0,4.0,300.0,2,5 or less events
HUGHES-500D,0.0,1.0,0.0,5.0,300.0,4,5 or less events
BELL-205A-1,0.0,1.0,0.0,2.0,300.0,2,5 or less events
AERO COMMANDER-CALLAIR A 9,0.0,1.0,0.0,1.0,300.0,2,5 or less events
Swearingen-SA226-TC,0.0,1.0,0.0,11.0,300.0,2,5 or less events
TEXAS HELICOPTER CORP-OH-13H/M74A,0.0,1.0,0.0,2.0,300.0,3,5 or less events
Short Brothers-SD3-30,0.0,1.0,0.0,51.0,300.0,3,5 or less events
Beech-D17S,0.0,0.0,3.0,11.0,300.0,8,10 or less events
BELL HELICOPTER TEXTRON-206B,0.0,1.0,0.0,1.0,300.0,2,5 or less events
MX AIRCRAFT LLC-MXS,0.0,1.0,0.0,1.0,300.0,2,5 or less events
ZENITH-CH750,0.0,1.0,0.0,4.0,300.0,3,5 or less events
BURKHART GROB FLUGZEUGBAU-G103 TWIN ASTIR,0.0,1.0,0.0,2.0,300.0,2,5 or less events
Molino Oy-PIK-20,0.0,1.0,0.0,1.0,300.0,2,5 or less events
MD HELICOPTER INC-369E,0.0,1.0,0.0,1.0,300.0,2,5 or less events
Balloon Works-AX-8,0.0,1.0,1.0,7.0,400.0,2,5 or less events
BOEING-E75N1,0.0,1.0,1.0,1.0,400.0,2,5 or less events
"Head Balloons, Inc.-AX9-118",0.0,1.0,1.0,6.0,400.0,2,5 or less events
Piper-PA-36-400,0.0,0.0,4.0,2.0,400.0,6,10 or less events
Aerostar-RX7,0.0,1.0,1.0,4.0,400.0,2,5 or less events
APOLLO AIRCRAFT INC-MONSOON,0.0,1.0,1.0,0.0,400.0,2,5 or less events
Aeronca-L-3B,0.0,1.0,1.0,2.0,400.0,2,5 or less events
Cessna-172 RG,0.0,1.0,1.0,6.0,400.0,4,5 or less events
Pipistrel-Alpha Trainer,0.0,1.0,1.0,1.0,400.0,2,5 or less events
Mayers-SEA REY,0.0,1.0,1.0,0.0,400.0,2,5 or less events
Let-L13,0.0,1.0,1.0,2.0,400.0,2,5 or less events
Boeing-777,0.0,1.0,1.0,217.0,400.0,3,5 or less events
PIPER-J5C,0.0,1.0,1.0,1.0,400.0,2,5 or less events
PIPER-PA 18-135,0.0,1.0,1.0,6.0,400.0,7,10 or less events
AYRES CORPORATION-S2R-R1340,0.0,1.0,1.0,2.0,400.0,4,5 or less events
ENSTROM-F-28A,0.0,1.0,1.0,4.0,400.0,4,5 or less events
Boeing-B-737-201,0.0,1.0,1.0,96.0,400.0,2,5 or less events
Boeing-767-223,0.0,1.0,1.0,355.0,400.0,2,5 or less events
BOMBARDIER-CL600 2C10,0.0,1.0,1.0,120.0,400.0,7,10 or less events
GRUMMAN AMERICAN AVN. CORP.-AA-1C,0.0,1.0,1.0,1.0,400.0,3,5 or less events
American-AA5,0.0,1.0,1.0,5.0,400.0,3,5 or less events
EMBRAER-ERJ 190 100 IGW,0.0,1.0,1.0,158.0,400.0,4,5 or less events
Pitts-S1C,0.0,0.0,4.0,4.0,400.0,8,10 or less events
Consolidated-vultee-BT-13B,0.0,1.0,1.0,1.0,400.0,2,5 or less events
Cessna-152A,0.0,1.0,1.0,4.0,400.0,5,5 or less events
CESSNA-525B,0.0,1.0,1.0,13.0,400.0,4,5 or less events
GULFSTREAM-SCHWEIZER A/C CORP-GULFSTREAM AM G-164B,0.0,1.0,1.0,3.0,400.0,5,5 or less events
