Identifier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Risk.Score,Event.Count,Flag
Rockwell-COMMANDER 114,3.0,3.0,0.0,1.0,2400.0,3,5 or less events
Piper-PA-32RT,2.0,4.0,2.0,14.0,2400.0,8,10 or less events
Piper-PA31,1.0,6.0,1.0,21.0,2400.0,9,10 or less events
Beech-C50,4.0,1.0,1.0,1.0,2400.0,3,5 or less events
Cessna-337C,4.0,1.0,1.0,7.0,2400.0,8,10 or less events
Piper-PA-28-150,1.0,5.0,4.0,17.0,2400.0,16,Sufficient Data
Gulfstream-AA-5B,3.0,3.0,0.0,11.0,2400.0,6,10 or less events
BOEING-757-200,0.0,8.0,0.0,360.0,2400.0,2,5 or less events
Cessna-175B,3.0,2.0,3.0,8.0,2400.0,9,10 or less events
Piper-PA28R-200,4.0,1.0,1.0,14.0,2400.0,8,10 or less events
Rockwell-112,4.0,1.0,1.0,2.0,2400.0,5,5 or less events
AIRBORNE WINDSPORTS PTY LTD-EDGE XT-912-L,4.0,1.0,1.0,0.0,2400.0,4,5 or less events
ENSTROM-280FX,2.0,3.0,5.0,6.0,2400.0,9,10 or less events
"Smith, Ted Aerostar-AEROSTAR 601",4.0,1.0,1.0,11.0,2400.0,7,10 or less events
BRITTEN-NORMAN-BN-2A,4.0,1.0,1.0,6.0,2400.0,2,5 or less events
Cessna-210A,2.0,4.0,2.0,31.0,2400.0,21,Sufficient Data
Cessna-T-210-M,4.0,0.0,4.0,4.0,2400.0,3,5 or less events
Mitsubishi-MU-2B-40,4.0,0.0,4.0,9.0,2400.0,5,5 or less events
BEECH-76,3.0,1.0,6.0,27.0,2400.0,17,Sufficient Data
Aero Commander-S2R,3.0,1.0,6.0,41.0,2400.0,51,Sufficient Data
DEHAVILLAND-BEAVER DHC-2 MK.1,2.0,4.0,2.0,10.0,2400.0,6,10 or less events
Beech-B33,4.0,1.0,1.0,2.0,2400.0,4,5 or less events
Mcdonnell Douglas-DC-9-82 (MD-82),0.0,0.0,24.0,238.0,2400.0,2,5 or less events
VANS-RV6,4.0,0.0,4.0,2.0,2400.0,7,10 or less events
Bellanca-BL-17-30A,4.0,1.0,1.0,1.0,2400.0,4,5 or less events
Mcdonnell Douglas-DC-9-83,0.0,2.0,18.0,250.0,2400.0,3,5 or less events
CESSNA-180K,2.0,4.0,2.0,13.0,2400.0,13,Sufficient Data
Beech-BE-35,4.0,0.0,4.0,22.0,2400.0,14,Sufficient Data
Bell-OH-58C,2.0,3.0,5.0,5.0,2400.0,7,10 or less events
Aeronca-7EC,4.0,1.0,1.0,20.0,2400.0,14,Sufficient Data
Cessna-150B,3.0,2.0,4.0,20.0,2500.0,18,Sufficient Data
Airbus Industrie-A-300B4-2C,0.0,2.0,19.0,303.0,2500.0,2,5 or less events
Eurocopter-AS350BA,5.0,0.0,0.0,0.0,2500.0,2,5 or less events
RAYTHEON-B200,5.0,0.0,0.0,3.0,2500.0,3,5 or less events
PIPER-PA44,5.0,0.0,0.0,8.0,2500.0,5,5 or less events
"Smith, Ted Aerostar-AEROSTAR 601P",5.0,0.0,0.0,12.0,2500.0,7,10 or less events
North American-SNJ-4,5.0,0.0,0.0,6.0,2500.0,6,10 or less events
FAIRCHILD HILLER-FH-1100,5.0,0.0,0.0,4.0,2500.0,3,5 or less events
Piper-PA31-350,5.0,0.0,0.0,15.0,2500.0,5,5 or less events
Lockheed-L-382G,5.0,0.0,0.0,5.0,2500.0,2,5 or less events
CESSNA-310B,5.0,0.0,0.0,1.0,2500.0,3,5 or less events
Aerospatiale-SA-316B,3.0,3.0,1.0,8.0,2500.0,3,5 or less events
Weatherly-620B,4.0,1.0,2.0,6.0,2500.0,13,Sufficient Data
BEECH-1900C,5.0,0.0,0.0,36.0,2500.0,10,10 or less events
PIPER-PA 32RT-300T,5.0,0.0,0.0,5.0,2500.0,3,5 or less events
EUROCOPTER-AS 350,0.0,8.0,1.0,8.0,2500.0,7,10 or less events
Cessna-337F,5.0,0.0,0.0,5.0,2500.0,4,5 or less events
REIMS-F172,5.0,0.0,0.0,0.0,2500.0,2,5 or less events
BEECH-99,5.0,0.0,0.0,20.0,2500.0,8,10 or less events
Piper-PA28RT-201T,5.0,0.0,0.0,1.0,2500.0,3,5 or less events
Glasair-SH2,5.0,0.0,0.0,1.0,2500.0,3,5 or less events
GULFSTREAM AMERICAN CORP-AA-5A,5.0,0.0,0.0,1.0,2500.0,5,5 or less events
ROBINSON HELICOPTER-R22 BETA II,5.0,0.0,0.0,5.0,2500.0,7,10 or less events
Christen Industries-A-1,3.0,3.0,1.0,16.0,2500.0,14,Sufficient Data
Piper-PA 28-140,1.0,5.0,5.0,0.0,2500.0,4,5 or less events
